X10,45,95,100,10,10,Gy/MU,
3,4,5,7,10,15,20,
3,0.878,0.891,0.899,0.907,0.914,0.919,0.923,
4,0.893,0.910,0.918,0.929,0.937,0.945,0.950,
5,0.902,0.920,0.931,0.943,0.953,0.962,0.968,
7,0.913,0.934,0.947,0.964,0.976,0.989,0.997,
10,0.923,0.947,0.963,0.983,1.000,1.017,1.028,
15,0.932,0.959,0.976,1.000,1.023,1.045,1.061,
20,0.938,0.965,0.984,1.011,1.036,1.062,1.083,
30,0.945,0.975,0.995,1.025,1.054,1.087,1.112,
40,0.949,0.979,1.001,1.033,1.064,1.101,1.128,
